date,commodity,region,price
2023-01-01,Sesame,Region_A,99.92050200844294
2023-01-02,Sesame,Region_A,97.8544787120499
2023-01-03,Sesame,Region_A,91.78716205856044
2023-01-04,Sesame,Region_A,103.66873546483502
2023-01-05,Sesame,Region_A,97.20145364468523
2023-01-06,Sesame,Region_A,92.50537811346246
2023-01-07,Sesame,Region_A,104.93338047535885
2023-01-08,Sesame,Region_A,101.30044405289138
2023-01-09,Sesame,Region_A,102.67734914400474
2023-01-10,Sesame,Region_A,129.15830284864
2023-01-11,Sesame,Region_A,92.68835477442018
2023-01-12,Sesame,Region_A,109.88617453606462
2023-01-13,Sesame,Region_A,90.63877968676276
2023-01-14,Sesame,Region_A,99.25955655342713
2023-01-15,Sesame,Region_A,109.90680051889105
2023-01-16,Sesame,Region_A,96.2871987974003
2023-01-17,Sesame,Region_A,97.9051918654292
2023-01-18,Sesame,Region_A,108.2664627016655
2023-01-19,Sesame,Region_A,103.24846232785126
2023-01-20,Sesame,Region_A,110.22099121366298
2023-01-21,Sesame,Region_A,107.68146922754028
2023-01-22,Sesame,Region_A,117.1772936409422
2023-01-23,Sesame,Region_A,123.68854611590712
2023-01-24,Sesame,Region_A,118.30893848443456
2023-01-25,Sesame,Region_A,94.97451777362939
2023-01-26,Sesame,Region_A,105.84653423679758
2023-01-27,Sesame,Region_A,101.76032847866252
2023-01-28,Sesame,Region_A,106.67119652380654
2023-01-29,Sesame,Region_A,119.58719270870812
2023-01-30,Sesame,Region_A,111.44647526203339
2023-01-31,Sesame,Region_A,99.58251413013296
2023-02-01,Sesame,Region_A,104.37855035422773
2023-02-02,Sesame,Region_A,107.68957657886293
2023-02-03,Sesame,Region_A,105.72128386950305
2023-02-04,Sesame,Region_A,110.91355143246473
2023-02-05,Sesame,Region_A,111.13746818289256
2023-02-06,Sesame,Region_A,109.07074009301508
2023-02-07,Sesame,Region_A,117.07328969228838
2023-02-08,Sesame,Region_A,119.99065617850299
2023-02-09,Sesame,Region_A,114.23939805628268
2023-02-10,Sesame,Region_A,115.60272231692143
2023-02-11,Sesame,Region_A,112.08331790430525
2023-02-12,Sesame,Region_A,102.7096065913145
2023-02-13,Sesame,Region_A,110.1817207153968
2023-02-14,Sesame,Region_A,111.73306406800651
2023-02-15,Sesame,Region_A,118.4234176398987
2023-02-16,Sesame,Region_A,106.79296665206482
2023-02-17,Sesame,Region_A,112.35370697231127
2023-02-18,Sesame,Region_A,130.1109690641827
2023-02-19,Sesame,Region_A,121.32658725253725
2023-02-20,Sesame,Region_A,123.56894402752816
2023-02-21,Sesame,Region_A,119.41096266925703
2023-02-22,Sesame,Region_A,110.98535857996998
2023-02-23,Sesame,Region_A,107.74190621226303
2023-02-24,Sesame,Region_A,123.54992207168176
2023-02-25,Sesame,Region_A,115.10874707623378
2023-02-26,Sesame,Region_A,110.78481029070775
2023-02-27,Sesame,Region_A,119.56547113964997
2023-02-28,Sesame,Region_A,119.69712747581224
2023-03-01,Sesame,Region_A,124.73063709371675
2023-03-02,Sesame,Region_A,119.55581501526561
2023-03-03,Sesame,Region_A,117.6036497199616
2023-03-04,Sesame,Region_A,130.29586675308616
2023-03-05,Sesame,Region_A,127.30967278480539
2023-03-06,Sesame,Region_A,124.61222800386642
2023-03-07,Sesame,Region_A,121.54191001042969
2023-03-08,Sesame,Region_A,121.04409977571606
2023-03-09,Sesame,Region_A,115.33984898756569
2023-03-10,Sesame,Region_A,99.8136423700609
2023-03-11,Sesame,Region_A,140.42899954949218
2023-03-12,Sesame,Region_A,112.77259978575088
2023-03-13,Sesame,Region_A,121.00181411740195
2023-03-14,Sesame,Region_A,123.89413697970654
